month,temp,prec
Jan,-9.7,74
Feb,-8.5,67
Mar,-3,80
Apr,4,90
May,10.8,103
Jun,15.5,105
Jul,18,105
Aug,16.7,122
Sep,12.5,101
Oct,6.6,95
Nov,0.6,106
Dec,-6.6,93
