month,temp,prec
Jan,6.42,136.86
Feb,9.03,122.89
Mar,13.89,139.4
Apr,18.06,100.77
May,21.87,147.44
Jun,25.76,113.73
Jul,27.61,106.07
Aug,27.2,85.17
Sep,24.12,95.57
Oct,18.15,116.61
Nov,13.13,132.12
Dec,8.15,150.33
