month,temp,prec
Jan,-7.86,77.2
Feb,-6.48,64.66
Mar,-0.44,84.29
Apr,6.07,85.98
May,12.94,105.38
Jun,17.53,98.53
Jul,20.24,90.19
Aug,18.98,113.96
Sep,14.58,99.32
Oct,8.19,93.03
Nov,2.54,96.71
Dec,-4.46,81.39
