month,temp,prec
Jan,5.41,15.14
Feb,6.86,12.84
Mar,10.55,21.68
Apr,13.89,61.94
May,15.28,127.93
Jun,17.07,301.48
Jul,17.39,514.33
Aug,17.09,472.78
Sep,16.21,285.72
Oct,14.09,90.43
Nov,9.71,9.25
Dec,6.49,2.8
