month,temp,prec
Jan,-6.45,103.05
Feb,-5.22,89.04
Mar,0.33,105.21
Apr,6.14,106.9
May,12.59,127.91
Jun,17.06,117.83
Jul,19.85,114.15
Aug,18.88,117.75
Sep,14.58,107.84
Oct,8.58,106.22
Nov,3.12,109.6
Dec,-3.27,105.19
