month,temp,prec
Jan,18.8,10
Feb,18.4,16
Mar,17.1,20
Apr,13.5,31
May,10.2,63
Jun,8,68
Jul,7.5,58
Aug,7.9,60
Sep,10,25
Oct,12.4,24
Nov,15.5,20
Dec,17.5,17
