month,temp,prec
Jan,15.5,80
Feb,14.9,62
Mar,12.7,59
Apr,9.8,122
May,6.9,217
Jun,4.7,219
Jul,4.1,237
Aug,5.2,189
Sep,7.2,114
Oct,9.6,95
Nov,11.9,92
Dec,14,75
