month,temp,prec
Jan,-4.69,101.86
Feb,-3.34,82.62
Mar,1.96,102.5
Apr,7.62,112.93
May,13.6,134.63
Jun,18.13,124.68
Jul,20.8,116.52
Aug,19.92,112.44
Sep,15.79,120.69
Oct,9.57,102.33
Nov,4.48,113.96
Dec,-1.57,96.45
