month,temp,prec
Jan,0.4,132
Feb,1.3,107
Mar,3.3,95
Apr,7,74
May,11.6,59
Jun,15.7,42
Jul,18.6,29
Aug,18.2,24
Sep,14.9,43
Oct,10.3,97
Nov,5.9,125
Dec,2.2,146
