month,temp,prec
Jan,-6.2,66
Feb,-5,60
Mar,0.3,78
Apr,7.1,84
May,13.4,96
Jun,18.4,97
Jul,21,90
Aug,19.9,90
Sep,15.6,88
Oct,9.6,78
Nov,3.6,90
Dec,-3.1,77
