month,temp,prec
Jan,2.9,41
Feb,5.9,54
Mar,10.5,88
Apr,16.2,105
May,20.3,139
Jun,24.6,107
Jul,27.3,82
Aug,26.8,67
Sep,22.7,114
Oct,16.9,96
Nov,10,80
Dec,4.9,57
