month,temp,prec
Jan,-7.2,13
Feb,-4.1,13
Mar,0.5,21
Apr,6.5,43
May,11.9,68
Jun,17.2,74
Jul,21.4,45
Aug,20.2,34
Sep,14.3,35
Oct,7.9,28
Nov,-0.1,16
Dec,-6,17
