month,temp,prec
Jan,-4.1,41
Feb,-4.1,25
Mar,-0.9,36
Apr,4.8,39
May,10.8,41
Jun,14.8,55
Jul,16.7,74
Aug,16.4,74
Sep,12.3,74
Oct,7.5,71
Nov,2.5,78
Dec,-1.6,55
