month,temp,prec
Jan,2.5,89
Feb,3.9,82
Mar,8.5,100
Apr,13.5,75
May,18.7,101
Jun,23.1,94
Jul,25.2,116
Aug,24.5,107
Sep,21.2,97
Oct,15.1,82
Nov,10,81
Dec,4.8,82
