month,temp,prec
Jan,-5.30111560336219,81.7495192228243
Feb,-4.00260686310597,80.7453741266704
Mar,1.2567462839375,86.4880868141555
Apr,7.07851162308972,98.6092285637921
May,13.0277595286459,89.9961861459501
Jun,18.0910121202259,88.9993567075412
Jul,21.1092843718907,81.7527843246635
Aug,20.1642825772226,82.2489187791086
Sep,15.7525565539333,81.997994330067
Oct,9.98169591377787,94.2529579716778
Nov,4.23567529745006,118.250959102149
Dec,-2.52109393241766,99.7480481910664
