month,temp,prec
Jan,7.9,207
Feb,8.9,190
Mar,11.9,152
Apr,15.6,84
May,19.8,40
Jun,23.9,15
Jul,26.3,6
Aug,26.7,5
Sep,24.2,30
Oct,19.6,66
Nov,14.3,101
Dec,9.3,259
