month,temp,prec
Jan,-0.8,4
Feb,1.1,11
Mar,4.4,26
Apr,8.1,43
May,11.4,71
Jun,14.3,125
Jul,15,165
Aug,14.5,143
Sep,13,97
Oct,8.6,33
Nov,3.7,7
Dec,0.3,2
