month,temp,prec
Jan,1.6,73
Feb,3.3,84
Mar,5.6,89
Apr,8.8,87
May,10.8,59
Jun,16,30
Jul,20.9,10
Aug,20.5,11
Sep,16.2,34
Oct,11,78
Nov,6.7,96
Dec,2.7,101
