month,temp,prec
Jan,0.28,76.89
Feb,1.23,73.47
Mar,4.94,83.11
Apr,8.62,97.27
May,13.34,105.95
Jun,16.65,128.69
Jul,19.26,100.41
Aug,19.07,112.05
Sep,15.33,127.18
Oct,10.37,143.3
Nov,4.75,128.21
Dec,1.75,102.57
