month,temp,prec
Jan,-9.2,121
Feb,-6.9,81
Mar,-4.6,69
Apr,-1,53
May,3.1,50
Jun,7.1,48
Jul,10.9,34
Aug,10.9,40
Sep,7.1,45
Oct,1.9,60
Nov,-5.1,110
Dec,-8.7,129
