month,temp,prec
Jan,-3.5,50.85
Feb,-0.7,56.11
Mar,5.9,90.36
Apr,11.79,98.14
May,17.44,109.59
Jun,22.59,96.8
Jul,24.44,115.71
Aug,23.34,93.4
Sep,19.38,80.8
Oct,12.94,76.03
Nov,6.26,97.52
Dec,-0.35,85.97
