month,temp,prec
Jan,13.45,140.79
Feb,13.81,94.66
Mar,12.16,129.6
Apr,9.98,181.24
May,7.58,207.09
Jun,5.56,186.21
Jul,5.02,242.83
Aug,5.68,224.75
Sep,7.01,244.74
Oct,8.86,211.89
Nov,10.7,164.08
Dec,12.22,173.3
