month,temp,prec
Jan,-13.4,2
Feb,-10.5,3
Mar,-4.8,5
Apr,1.3,11
May,6.3,24
Jun,9.7,46
Jul,12.4,39
Aug,11.8,41
Sep,7.1,24
Oct,0.7,6
Nov,-7.4,2
Dec,-11.8,1
