month,temp,prec
Jan,-3.8,342
Feb,-2.7,253
Mar,-2.1,230
Apr,0,168
May,3.3,111
Jun,7.6,82
Jul,11.3,32
Aug,11.8,47
Sep,8.4,89
Oct,4.6,154
Nov,-0.9,315
Dec,-3.3,354
