month,temp,prec
Jan,-6.2,61
Feb,-5.1,61
Mar,-0.4,73
Apr,6,90
May,11.9,107
Jun,16.2,113
Jul,18.7,103
Aug,17.6,95
Sep,14,97
Oct,8.2,81
Nov,2.4,91
Dec,-3.8,70
