month,temp,prec
Jan,9.4,99
Feb,10,92
Mar,12.3,76
Apr,16,16
May,20.2,4
Jun,22.6,0
Jul,24.1,0
Aug,24.3,0
Sep,22.9,0
Oct,20.7,8
Nov,16.4,54
Dec,11.3,82
