month,temp,prec
Jan,-5.3,36
Feb,-4.8,25
Mar,-0.6,32
Apr,6.1,44
May,12.2,50
Jun,15.7,64
Jul,17,80
Aug,16.6,72
Sep,12.3,60
Oct,7.3,53
Nov,1.9,53
Dec,-2.6,46
