month,temp,prec
Jan,-2.8,29
Feb,-1,30
Mar,3.6,35
Apr,8.7,51
May,13.2,85
Jun,16.6,103
Jul,18.2,95
Aug,17.7,88
Sep,14.2,60
Oct,9.6,44
Nov,4,47
Dec,-0.5,38
