month,temp,prec
Jan,11.2,14
Feb,12.9,8
Mar,15,13
Apr,16.6,29
May,17.4,57
Jun,16.7,132
Jul,16,155
Aug,15.9,120
Sep,15.3,104
Oct,13.9,49
Nov,12.5,17
Dec,11.7,9
