month,temp,prec
Jan,23.3,161
Feb,23,133
Mar,22.6,70
Apr,21.4,24
May,18,4
Jun,15.2,0
Jul,15.2,0
Aug,18,0
Sep,22.3,3
Oct,25.6,20
Nov,24.6,66
Dec,23.5,136
