month,temp,prec
Jan,12.8,7
Feb,15.1,5
Mar,18.6,4
Apr,22.5,5
May,25.5,17
Jun,27.3,28
Jul,26.7,29
Aug,26.4,40
Sep,24.5,45
Oct,21.2,17
Nov,16.5,7
Dec,13.3,10
