month,temp,prec
Jan,2.3,122
Feb,4,129
Mar,8.1,157
Apr,12.6,116
May,16.7,141
Jun,20.5,130
Jul,22.4,140
Aug,21.9,144
Sep,18.9,121
Oct,13.1,122
Nov,8.3,125
Dec,4,133
