month,temp,prec
Jan,-6.6,23
Feb,-3.9,25
Mar,2.8,57
Apr,10.1,86
May,16.4,104
Jun,21.3,117
Jul,24,104
Aug,22.5,99
Sep,17.8,102
Oct,11.6,66
Nov,3.7,48
Dec,-4.1,30
