month,temp,prec
Jan,17.87,18.64
Feb,18.55,13.32
Mar,19.76,47.13
Apr,20.86,99.51
May,21.11,224.86
Jun,20.61,276.78
Jul,19.88,298.78
Aug,19.45,574.62
Sep,19.84,379.49
Oct,19.97,255.03
Nov,19.46,144.06
Dec,18.72,48.01
