month,temp,prec
Jan,-17,14
Feb,-13.4,12
Mar,-6.6,18
Apr,3.2,32
May,10.7,53
Jun,15.7,79
Jul,18.5,72
Aug,17.5,67
Sep,11.2,48
Oct,5,28
Nov,-5.1,14
Dec,-13.5,14
