month,temp,prec
Jan,-5.6,67
Feb,-4.6,65
Mar,0.3,76
Apr,6.7,91
May,12.8,99
Jun,17.4,102
Jul,19.8,98
Aug,19,93
Sep,14.9,92
Oct,9,82
Nov,3.3,91
Dec,-3,77
