month,temp,prec
Jan,0.1,77.45
Feb,2.03,67.72
Mar,7.18,82.31
Apr,12.24,76.09
May,17.65,104.6
Jun,22.26,90.3
Jul,24.99,93.34
Aug,23.95,94.06
Sep,20.12,96.98
Oct,13.53,83.27
Nov,8.26,83.46
Dec,2.96,78.58
