month,temp,prec
Jan,-2.6,21
Feb,0.5,23
Mar,6.3,62
Apr,12.8,79
May,18.1,115
Jun,22.9,134
Jul,26,89
Aug,25,88
Sep,20.2,103
Oct,14.1,72
Nov,6.5,48
Dec,-0.2,30
