month,temp,prec
Jan,-6.03,11.53
Feb,-3.1,14.34
Mar,2.58,43.75
Apr,8.99,59.24
May,15.01,92.18
Jun,20.75,86.66
Jul,24.01,92.11
Aug,22.75,60.27
Sep,17.02,59.3
Oct,10.18,38.15
Nov,1.74,27.14
Dec,-4.54,12.92
