month,temp,prec
Jan,-1.5,142
Feb,-0.1,144
Mar,4.1,175
Apr,8.6,142
May,13.1,156
Jun,16.4,151
Jul,18.2,155
Aug,17.8,150
Sep,14.7,137
Oct,9.4,126
Nov,4.5,144
Dec,0.3,141
