month,temp,prec
Jan,-0.2,54
Feb,2.3,64
Mar,8,110
Apr,13.8,108
May,18.1,118
Jun,22.4,95
Jul,25.2,91
Aug,24.2,94
Sep,20.3,99
Oct,14.2,79
Nov,7.9,100
Dec,2,95
