month,temp,prec
Jan,-6.2,76
Feb,-5.7,64
Mar,-3.5,72
Apr,0.3,69
May,5,75
Jun,8.7,73
Jul,10.9,51
Aug,11.1,47
Sep,8,32
Oct,3.9,43
Nov,-0.5,70
Dec,-4.1,78
