month,temp,prec
Jan,-8,14
Feb,-4.6,19
Mar,1.4,51
Apr,9.3,65
May,15.9,97
Jun,21.3,105
Jul,23.6,85
Aug,22.4,79
Sep,17.3,71
Oct,10.7,51
Nov,1.9,29
Dec,-5.4,21
