month,temp,prec
Jan,-3.8,10
Feb,-1.2,9
Mar,2.2,24
Apr,7.5,40
May,13,71
Jun,18.7,68
Jul,22.3,55
Aug,21,34
Sep,15.5,31
Oct,9.1,21
Nov,2,14
Dec,-2.8,10
