month,temp,prec
Jan,-9,43
Feb,-7.4,42
Mar,-2,59
Apr,5.4,92
May,10.6,106
Jun,14.9,159
Jul,18.6,314
Aug,18.5,344
Sep,13.4,201
Oct,7.4,82
Nov,0.7,64
Dec,-5.9,39
