month,temp,prec
Jan,-2.4,63
Feb,-0.6,64
Mar,5,90
Apr,10.5,91
May,15.9,108
Jun,20.5,93
Jul,22.6,110
Aug,21.7,98
Sep,18.1,79
Oct,11.9,65
Nov,6,78
Dec,0.3,77
