month,temp,prec
Jan,3.1,31
Feb,5.9,44
Mar,10.5,66
Apr,16.2,87
May,20.7,142
Jun,25,104
Jul,27.8,70
Aug,27.3,65
Sep,23.1,104
Oct,17.2,85
Nov,10.1,58
Dec,4.9,41
