month,temp,prec
Jan,-10.6,74
Feb,-9.5,66
Mar,-4,83
Apr,3.1,95
May,10.1,105
Jun,15,117
Jul,17.6,116
Aug,16.2,133
Sep,11.9,108
Oct,5.9,101
Nov,-0.3,114
Dec,-7.6,97
