month,temp,prec
Jan,0.23,91.68
Feb,2.48,90.62
Mar,7.57,103.34
Apr,12.27,96.25
May,16.91,119.44
Jun,21.2,106.96
Jul,23.41,113.48
Aug,22.88,100.6
Sep,19.17,88.5
Oct,12.73,83.75
Nov,7.77,94.28
Dec,2.73,93.24
