month,temp,prec
Jan,14.7,117
Feb,15.2,83
Mar,13.9,118
Apr,11.7,177
May,9.6,215
Jun,7.9,213
Jul,7.3,240
Aug,7.8,228
Sep,9,224
Oct,10.3,187
Nov,11.7,150
Dec,13.2,148
