month,temp,prec
Jan,-11.4,67
Feb,-10.1,51
Mar,-7.6,48
Apr,-2.5,39
May,2.5,48
Jun,6.8,49
Jul,10.6,29
Aug,10.1,32
Sep,5.7,35
Oct,1.1,33
Nov,-5.9,53
Dec,-11.1,68
