month,temp,prec
Jan,18.5,134
Feb,18.7,150
Mar,17.3,211
Apr,14.9,180
May,12,183
Jun,9.8,237
Jul,9.1,228
Aug,10,228
Sep,11.4,197
Oct,13.1,156
Nov,15.1,144
Dec,16.8,164
