month,temp,prec
Jan,-5.81,63.86
Feb,-4.95,59.55
Mar,-2.15,63.91
Apr,1.3,73.3
May,6.4,89.42
Jun,9.09,114.33
Jul,10.85,116.75
Aug,11.12,104.59
Sep,7.78,75.46
Oct,4.05,57.53
Nov,-1.51,75.36
Dec,-4.14,74.51
