month,temp,prec
Jan,-1.2,130
Feb,-1.3,122
Mar,-1.2,125
Apr,1.5,53
May,5.4,21
Jun,10.3,7
Jul,13.9,32
Aug,13.3,41
Sep,10.4,31
Oct,6.4,27
Nov,1.8,87
Dec,-0.7,115
