month,temp,prec
Jan,0.5,97
Feb,2.9,105
Mar,8.4,128
Apr,13.8,112
May,18.4,132
Jun,22.7,109
Jul,24.5,124
Aug,23.9,94
Sep,20.5,101
Oct,14.2,78
Nov,8.4,112
Dec,3.2,125
