month,temp,prec
Jan,-2.7,78
Feb,-1.8,82
Mar,1.3,90
Apr,5.1,105
May,9.4,110
Jun,13.2,127
Jul,15.6,116
Aug,15.3,117
Sep,12,126
Oct,7.1,133
Nov,2.4,138
Dec,-1,109
