month,temp,prec
Jan,-0.6,72
Feb,0.8,55
Mar,3.7,64
Apr,7.9,56
May,11.9,74
Jun,15.1,82
Jul,16.6,80
Aug,16.3,70
Sep,13.6,69
Oct,9.1,67
Nov,4,67
Dec,0.9,80
