month,temp,prec
Jan,-2.4,86
Feb,-1.2,81
Mar,3.8,101
Apr,9.6,109
May,15.4,119
Jun,20.2,102
Jul,23,113
Aug,22.2,111
Sep,18.1,110
Oct,11.9,96
Nov,6.6,114
Dec,0.4,99
