month,temp,prec
Jan,-1.7,86
Feb,-0.4,72
Mar,4.5,96
Apr,10,99
May,15.6,109
Jun,20.6,92
Jul,23.3,124
Aug,22.5,112
Sep,18.3,104
Oct,12.2,84
Nov,6.8,99
Dec,1,94
