month,temp,prec
Jan,9.1,43
Feb,8.8,37
Mar,7.6,41
Apr,5.2,45
May,2.4,42
Jun,1,40
Jul,0.9,34
Aug,1.4,33
Sep,3.4,27
Oct,5.6,26
Nov,6.7,38
Dec,8.7,41
