month,temp,prec
Jan,-1.3,44
Feb,0.1,36
Mar,3.6,45
Apr,8.9,61
May,13.2,72
Jun,16.5,53
Jul,19.5,17
Aug,19.7,17
Sep,16.7,27
Oct,11.5,50
Nov,5.8,52
Dec,1.2,54
