month,temp,prec
Jan,7,197
Feb,7.4,135
Mar,9,111
Apr,12.9,42
May,17,27
Jun,21.5,10
Jul,24.1,5
Aug,24.6,5
Sep,21,11
Oct,17.3,48
Nov,13,75
Dec,8.8,190
