month,temp,prec
Jan,-0.4,121
Feb,0.4,103
Mar,2.5,98
Apr,5.7,90
May,10.6,83
Jun,14.1,52
Jul,16.4,44
Aug,16.4,49
Sep,13.1,68
Oct,8.8,113
Nov,4.7,149
Dec,1.1,132
