month,temp,prec
Jan,-16.8,16
Feb,-13.2,11
Mar,-5.5,21
Apr,4.3,38
May,11.9,64
Jun,16.9,95
Jul,19.6,85
Aug,18.2,79
Sep,12.5,68
Oct,6.3,42
Nov,-3.7,21
Dec,-13.2,17
